,label,mpid,formula,chemsys,energy,shift,miller,top,0group,0period,0en,0upd,1group,1period,1en,1upd,2group,2period,2en,2upd,3group,3period,3en,3upd,4group,4period,4en,4upd,5group,5period,5en,5upd,6group,6period,6en,6upd,7group,7period,7en,7upd,8group,8period,8en,8upd,9group,9period,9en,9upd,10group,10period,10en,10upd,11group,11period,11en,11upd
8107,0,mp-22239,GeRh,"['Ge', 'Rh']",0.358271854999995,0.132245259999999,7,0,14,4,2.01,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,4,2.01,0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0
8111,0,mp-22239,GeRh,"['Ge', 'Rh']",0.105613955000021,0.126989449999999,14,1,14,4,2.01,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,4,2.01,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8112,0,mp-22239,GeRh,"['Ge', 'Rh']",0.263267674999978,0.0,1,0,14,4,2.01,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,4,2.01,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8115,1,mp-22239,GeRh,"['Ge', 'Rh']",-0.291429815000017,0.0,1,0,9,5,2.28,2,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,4,2.01,0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0
8116,0,mp-22239,GeRh,"['Ge', 'Rh']",0.337424835000005,0.132245259999999,7,0,14,4,2.01,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,5,2.28,2,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8118,0,mp-22239,GeRh,"['Ge', 'Rh']",0.337514835000005,0.132245259999999,7,0,14,4,2.01,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,5,2.28,2,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8121,0,mp-22239,GeRh,"['Ge', 'Rh']",0.209164304999999,0.25,19,0,14,4,2.01,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,4,2.01,0,14.0,4.0,2.01,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8123,0,mp-22239,GeRh,"['Ge', 'Rh']",0.329829874999999,0.132245259999999,7,0,14,4,2.01,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,4,2.01,0,14.0,4.0,2.01,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8124,0,mp-22469,InNi3,"['In', 'Ni']",0.9511965449999852,0.5,1,0,13,5,1.78,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,4,1.91,2,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0
8125,0,mp-22469,InNi3,"['In', 'Ni']",0.207826455,0.5,1,0,10,4,1.91,2,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8128,0,mp-22469,InNi3,"['In', 'Ni']",-0.6281776750000051,0.0,7,0,10,4,1.91,2,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0
8131,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.090086584999996,0.0,10,0,9,5,2.28,2,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
8133,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.156206144999996,0.080877615,17,0,9,5,2.28,2,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8135,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.172574144999996,0.080877615,17,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8139,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.49667370499998,0.0,10,0,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,3,1.9,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8140,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.010885314999993,0.080877615,17,0,7,4,1.55,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0
8142,1,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.192352384999994,0.0,17,0,9,5,2.28,2,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
8144,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.065719215000003,0.0,17,0,7,4,1.55,0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0
8147,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.622494904999998,0.580877614999999,9,0,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
8148,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.5863508150000051,0.580877614999999,9,0,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8150,1,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.160232795000015,0.580877614999999,9,0,7,4,1.55,0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0
8151,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.089343105000013,0.0,10,0,9,5,2.28,2,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
8152,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.056148605000034,0.580877614999999,9,0,9,5,2.28,2,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0
8154,1,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.28745179500004,0.580877614999999,9,0,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0
8156,1,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.354427775000035,0.580877614999999,9,0,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0
8159,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.427170294999994,0.580877614999999,9,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8166,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.058794734999994,0.0,17,0,9,5,2.28,2,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8180,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.169341205000021,0.0,10,0,7,4,1.55,0,7.0,4.0,1.55,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8182,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.063057054999999,0.080877615,17,0,9,5,2.28,2,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8185,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.062749894999965,0.080877615,17,0,9,5,2.28,2,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8186,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.174600314999961,0.080877615,17,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8187,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.496889715000011,0.0,10,0,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,3,1.9,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8188,1,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.16285214499999,0.0,10,0,9,5,2.28,2,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0
8192,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.008530285000003,0.0,10,0,7,4,1.55,0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8193,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.008606755000014,0.0,10,0,7,4,1.55,0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8194,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.496955014999971,0.0,10,0,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,3,1.9,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8195,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.496621164999967,0.0,10,0,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
8197,1,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.347873054999981,0.580877614999999,9,1,7,4,1.55,0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8200,1,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.374058554999978,0.580877614999999,9,1,7,4,1.55,0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8202,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.544682135000018,0.580877614999999,9,1,9,5,2.28,2,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8204,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.159567064999973,0.580877614999999,9,1,9,5,2.28,2,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
8206,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.477072174999991,0.580877614999999,9,1,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0
8216,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.6874794049999781,0.580877614999999,9,1,7,4,1.55,0,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8218,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.234879605000001,0.580877614999999,9,0,9,5,2.28,2,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,9.0,5.0,2.28,2.0
8219,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.16034776499998,0.580877614999999,9,1,9,5,2.28,2,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
8223,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",-0.072493035000038,0.096064695,10,1,9,5,2.28,2,9.0,5.0,2.28,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,7.0,4.0,1.55,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
8227,0,mp-22565,MnSiRh,"['Mn', 'Rh', 'Si']",0.382797924999974,0.096064695,10,1,9,5,2.28,2,9.0,5.0,2.28,2.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,7,4,1.55,0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0,9.0,5.0,2.28,2.0,7.0,4.0,1.55,0.0,7.0,4.0,1.55,0.0
