,label,mpid,formula,chemsys,energy,shift,miller,top,0group,0period,0en,0upd,1group,1period,1en,1upd,2group,2period,2en,2upd,3group,3period,3en,3upd,4group,4period,4en,4upd,5group,5period,5en,5upd,6group,6period,6en,6upd,7group,7period,7en,7upd,8group,8period,8en,8upd,9group,9period,9en,9upd,10group,10period,10en,10upd,11group,11period,11en,11upd
93,0,mp-1007652,InAs,"['As', 'In']",-0.481383815000003,0.18775,7,1,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
97,0,mp-1007661,InSb,"['In', 'Sb']",2.037603634999999,0.175,7,0,13,5,1.78,0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,5,2.05,0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
113,1,mp-1007855,FeNi3,"['Fe', 'Ni']",-0.331339895000015,0.38,12,0,10,4,1.91,2,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,8,4,1.83,4,8.0,4.0,1.83,4.0,8.0,4.0,1.83,4.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0
114,0,mp-1007855,FeNi3,"['Fe', 'Ni']",-0.481070314999984,0.083333333333333,14,0,8,4,1.83,4,10.0,4.0,1.91,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,4,1.91,2,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,8.0,4.0,1.83,4.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0,10.0,4.0,1.91,2.0
123,1,mp-1008274,Co3W,"['Co', 'W']",-0.185208714999989,0.0,5,0,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0
124,1,mp-1008274,Co3W,"['Co', 'W']",-0.285111154999983,0.083333333333333,9,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,6.0,6.0,2.36,4.0,6.0,6.0,2.36,4.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
125,0,mp-1008274,Co3W,"['Co', 'W']",-0.469901524999985,0.0,5,1,9,4,1.88,3,9.0,4.0,1.88,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0
126,1,mp-1008349,Co3Ni,"['Co', 'Ni']",-0.342336524999981,0.0,2,0,9,4,1.88,3,10.0,4.0,1.91,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0
127,0,mp-1008349,Co3Ni,"['Co', 'Ni']",-0.487243294999987,0.0,2,0,9,4,1.88,3,9.0,4.0,1.88,3.0,10.0,4.0,1.91,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0
131,1,mp-1008530,AlVFeCo,"['Al', 'Co', 'Fe', 'V']",-0.350799204999989,0.0,9,0,13,3,1.61,0,5.0,4.0,1.63,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,8.0,4.0,1.83,4.0,8.0,4.0,1.83,4.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0
132,0,mp-1008530,AlVFeCo,"['Al', 'Co', 'Fe', 'V']",0.219880835000024,0.04,2,0,13,3,1.61,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,8.0,4.0,1.83,4.0,8.0,4.0,1.83,4.0,8.0,4.0,1.83,4.0,5.0,4.0,1.63,3.0,5.0,4.0,1.63,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
133,0,mp-1008530,AlVFeCo,"['Al', 'Co', 'Fe', 'V']",0.008760624999977,0.04,2,1,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,8.0,4.0,1.83,4.0,8.0,4.0,1.83,4.0,8.0,4.0,1.83,4.0,5.0,4.0,1.63,3.0,5.0,4.0,1.63,3.0,5.0,4.0,1.63,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
137,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.135901425000012,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
140,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.023738245000001,0.05,6,0,13,3,1.61,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
141,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.032335634999993,0.0,8,0,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
144,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.260920515000007,0.05,6,0,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
148,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.072009824999997,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
149,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.068775524999994,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
151,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.050940334999995,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
152,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.090938945000002,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
154,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.081683705000001,0.0625,8,0,11,4,1.9,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
156,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.136231024999998,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
158,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.092677835000001,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
160,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.038304875000006,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
163,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.310336395000005,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0
164,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.009323005000001,0.0625,8,0,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
166,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.072149075,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
167,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.041143485000004,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
168,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.082048535,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
171,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.449633204999995,0.0625,8,0,11,4,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
172,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.010051495000001,0.0625,8,0,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
173,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.218601544999996,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
174,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.167992225000003,0.0,2,0,13,3,1.61,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
176,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.038993494999997,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
178,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.219515104999997,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
180,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.099720694999999,0.0625,8,1,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
182,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.349862684999988,0.0,1,0,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11,4,1.9,0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
184,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.220492544999996,0.0625,8,0,13,3,1.61,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0
187,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.100087845000002,0.0625,8,1,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
188,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.098739165000009,0.0625,8,1,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
189,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.084277144999989,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
190,0,mp-1008555,AlCu3,"['Al', 'Cu']",0.075649344999999,0.0625,8,1,13,3,1.61,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,11,4,1.9,0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0
193,0,mp-1008555,AlCu3,"['Al', 'Cu']",-0.052441194999988,0.0625,8,1,11,4,1.9,0,11.0,4.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,3,1.61,0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0,13.0,3.0,1.61,0.0,13.0,3.0,1.61,0.0,11.0,4.0,1.9,0.0,11.0,4.0,1.9,0.0
194,0,mp-1008680,TiGePt,"['Ge', 'Pt', 'Ti']",-0.452887184999996,0.041666666666666,9,0,10,6,2.28,1,4.0,4.0,1.54,2.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,14,4,2.01,0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,14.0,4.0,2.01,0.0,4.0,4.0,1.54,2.0
198,0,mp-10125,SbIr,"['Ir', 'Sb']",-0.513730605000008,0.055555555555555,9,0,9,6,2.2,3,9.0,6.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,6,2.2,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
199,0,mp-10125,SbIr,"['Ir', 'Sb']",-0.480997794999995,0.0,5,0,9,6,2.2,3,9.0,6.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,6,2.2,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
204,0,mp-10125,SbIr,"['Ir', 'Sb']",0.421795505000003,0.055555555555555,9,0,15,5,2.05,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,6,2.2,3,9.0,6.0,2.2,3.0,9.0,6.0,2.2,3.0,9.0,6.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
207,0,mp-10125,SbIr,"['Ir', 'Sb']",0.429556174999999,0.0,2,1,15,5,2.05,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,6,2.2,3,9.0,6.0,2.2,3.0,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
208,0,mp-10125,SbIr,"['Ir', 'Sb']",-0.490773614999997,0.0,8,0,9,6,2.2,3,9.0,6.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,6,2.2,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
210,0,mp-10125,SbIr,"['Ir', 'Sb']",-0.513232415000006,0.055555555555555,9,0,9,6,2.2,3,9.0,6.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,6,2.2,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
212,0,mp-10125,SbIr,"['Ir', 'Sb']",-0.5257178050000011,0.499999999999999,1,0,9,6,2.2,3,9.0,6.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,6,2.2,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
214,0,mp-10125,SbIr,"['Ir', 'Sb']",0.578350755,0.499999999999999,1,0,9,6,2.2,3,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,9,6,2.2,3,15.0,5.0,2.05,0.0,9.0,6.0,2.2,3.0,15.0,5.0,2.05,0.0,9.0,6.0,2.2,3.0,9.0,6.0,2.2,3.0,9.0,6.0,2.2,3.0,9.0,6.0,2.2,3.0
